negatives
"frozenset({'Q9Y473', 'Prolactin', 'O43296'})"
"frozenset({'Q9UPY3', 'Prolactin', 'Q08211'})"
"frozenset({'Q9Y6K1', 'Prolactin', 'Q00978'})"
"frozenset({'Q6VVB1', 'Prolactin', 'P51965'})"
"frozenset({'Prolactin', 'P11142', 'Q96JB5'})"
"frozenset({'P01903', 'Prolactin', 'Q9BZ76'})"
"frozenset({'Prolactin', 'Q9Y5L4', 'P30480'})"
"frozenset({'Prolactin', 'P41235', 'Q13131'})"
"frozenset({'Prolactin', 'P13489', 'Q8IY92'})"
"frozenset({'Q9NRM7', 'Prolactin', 'Q15717'})"
"frozenset({'P62136', 'Prolactin', 'Q86XI6'})"
"frozenset({'Q9Y6Q9', 'Prolactin', 'Q09472'})"
"frozenset({'Prolactin', 'O15217', 'Q96HA8'})"
"frozenset({'Prolactin', 'Q969G3', 'Q8NF64'})"
"frozenset({'Prolactin', 'Q96IZ0', 'Q9NY61'})"
"frozenset({'Prolactin', 'P15336', 'P62140'})"
"frozenset({'Q13615', 'Q9Y3B2', 'Prolactin'})"
"frozenset({'Prolactin', 'Q9HCE7', 'Q15642'})"
"frozenset({'Prolactin', 'P63173', 'Q9Y575'})"
"frozenset({'Prolactin', 'P17858', 'Q7L5N1'})"
"frozenset({'Prolactin', 'P51677', 'P32121'})"
"frozenset({'Prolactin', 'P15336', 'P30044'})"
"frozenset({'Prolactin', 'O00487', 'Q9Y478'})"
"frozenset({'Prolactin', 'P05067', 'Q9HAW8'})"
"frozenset({'P43351', 'Prolactin', 'Q92698'})"
"frozenset({'Q7Z3D6', 'P12236', 'Prolactin'})"
"frozenset({'Q9Y5B9', 'P09874', 'Prolactin'})"
"frozenset({'Prolactin', 'Q99650', 'P09919'})"
"frozenset({'Q9NZ94', 'Prolactin', 'P36897'})"
"frozenset({'Prolactin', 'P51677', 'P02778'})"
"frozenset({'Prolactin', 'Q9H9S0', 'Q9NWB6'})"
"frozenset({'Prolactin', 'P30304', 'P49336'})"
"frozenset({'P26641', 'Prolactin', 'P49841'})"
"frozenset({'Prolactin', 'Q9Y3U8', 'P35268'})"
"frozenset({'Q9H251', 'Prolactin', 'P49759'})"
"frozenset({'Prolactin', 'Q15910', 'O00716'})"
"frozenset({'Q06330', 'Q9H161', 'Prolactin'})"
"frozenset({'Prolactin', 'Q9NPF5', 'Q9Y4A5'})"
"frozenset({'Prolactin', 'Q8IVT2', 'P46940'})"
"frozenset({'Prolactin', 'P04035', 'O94905'})"
"frozenset({'Prolactin', 'Q9UNM6', 'Q9UKE5'})"
"frozenset({'Prolactin', 'P42695', 'Q8N490'})"
"frozenset({'Prolactin', 'Q7L7L0', 'P56279'})"
"frozenset({'P04626', 'Prolactin', 'Q9NSE2'})"
"frozenset({'Q96CS2', 'Q7L590', 'Prolactin'})"
"frozenset({'Q5T3I0', 'Prolactin', 'P04629'})"
"frozenset({'O95071', 'Prolactin', 'P06401'})"
"frozenset({'P05177', 'Prolactin', 'P00167'})"
"frozenset({'O43237', 'Prolactin', 'P04350'})"
"frozenset({'Q9H0E9', 'Q96A08', 'Prolactin'})"
"frozenset({'Q9NQT4', 'Prolactin', 'Q9UNX4'})"
"frozenset({'A0PJW6', 'Prolactin', 'Q8WXA8'})"
"frozenset({'Prolactin', 'Q9UIA9', 'Q9H0D6'})"
"frozenset({'Prolactin', 'O75899', 'P43220'})"
"frozenset({'Prolactin', 'P07910', 'P01127'})"
"frozenset({'Prolactin', 'Q99436', 'P25787'})"
"frozenset({'Prolactin', 'Q49AN0', 'P11142'})"
"frozenset({'Prolactin', 'P03891', 'O96000'})"
"frozenset({'Prolactin', 'Q16611', 'Q14249'})"
"frozenset({'P09104', 'Prolactin', 'P60174'})"
"frozenset({'Q9NQC8', 'Q9P2H3', 'Prolactin'})"
"frozenset({'Prolactin', 'P00533', 'Q8TEX9'})"
"frozenset({'O75131', 'Prolactin', 'Q8IWL3'})"
"frozenset({'Prolactin', 'O00505', 'Q14566'})"
"frozenset({'Prolactin', 'P40337', 'P83916'})"
"frozenset({'P40222', 'Prolactin', 'Q8IZU1'})"
"frozenset({'Prolactin', 'Q9UHW5', 'P54764'})"
"frozenset({'Q8TAQ2', 'Prolactin', 'Q9NYB0'})"
"frozenset({'Q9H3K2', 'Prolactin', 'O00483'})"
"frozenset({'Prolactin', 'Q01844', 'Q6UUV7'})"
"frozenset({'Q16513', 'Prolactin', 'Q96AT9'})"
"frozenset({'Prolactin', 'Q13200', 'P20618'})"
"frozenset({'P49454', 'Prolactin', 'Q5S007'})"
"frozenset({'P39019', 'Prolactin', 'P62280'})"
"frozenset({'Q96M98', 'Prolactin', 'P78371'})"
"frozenset({'Q92598', 'Prolactin', 'P34932'})"
"frozenset({'O00299', 'P47755', 'Prolactin'})"
"frozenset({'Prolactin', 'Q58EX7', 'O75603'})"
"frozenset({'Prolactin', 'Q9Y547', 'P37198'})"
"frozenset({'P05067', 'Prolactin', 'Q9NVJ2'})"
"frozenset({'Q05086', 'Prolactin', 'P62979'})"
"frozenset({'Prolactin', 'P21953', 'Q13618'})"
"frozenset({'Prolactin', 'Q9NXB0', 'Q5PRF9'})"
"frozenset({'Q01082', 'Prolactin', 'Q9UQ35'})"
"frozenset({'Prolactin', 'Q9UNE7', 'P13569'})"
"frozenset({'Q2TAY7', 'Prolactin', 'Q9UKV3'})"
"frozenset({'Prolactin', 'Q9BSW2', 'O75604'})"
"frozenset({'Prolactin', 'Q9H175', 'P62140'})"
"frozenset({'Q9Y230', 'Prolactin', 'Q9NR30'})"
"frozenset({'P38398', 'Prolactin', 'P09874'})"
"frozenset({'Prolactin', 'P63027', 'Q9H845'})"
"frozenset({'P12757', 'Prolactin', 'P35998'})"
"frozenset({'Q9Y230', 'Prolactin', 'Q8NBZ0'})"
"frozenset({'Prolactin', 'Q3ZCM7', 'Q96NA2'})"
"frozenset({'P41229', 'Prolactin', 'P84022'})"
"frozenset({'P35637', 'P07900', 'Prolactin'})"
"frozenset({'Prolactin', 'Q96FI4', 'P12004'})"
"frozenset({'Prolactin', 'O95229', 'Q5JTD0'})"
"frozenset({'Prolactin', 'Q12905', 'Q96PK6'})"
"frozenset({'Q9BR61', 'Prolactin', 'Q9Y6K9'})"
"frozenset({'Q13635', 'O00308', 'Prolactin'})"
"frozenset({'Prolactin', 'Q14192', 'Q9BYV6'})"
"frozenset({'Prolactin', 'O60563', 'P84022'})"
"frozenset({'Prolactin', 'Q15323', 'O43559'})"
"frozenset({'Prolactin', 'Q05655', 'O14640'})"
"frozenset({'Prolactin', 'P62244', 'Q504Q3'})"
"frozenset({'Prolactin', 'Q96MG7', 'Q13315'})"
"frozenset({'Prolactin', 'O60260', 'P60891'})"
"frozenset({'O43189', 'Prolactin', 'O60504'})"
"frozenset({'Prolactin', 'Q9P0P8', 'Q9NX20'})"
"frozenset({'Q92796', 'Prolactin', 'P04004'})"
"frozenset({'P85037', 'Prolactin', 'Q76L83'})"
"frozenset({'Prolactin', 'P98160', 'P55001'})"
"frozenset({'Q06210', 'Prolactin', 'Q6P3X3'})"
"frozenset({'Q9BTL4', 'Prolactin', 'P49792'})"
"frozenset({'Prolactin', 'P49286', 'Q9GZY8'})"
"frozenset({'Prolactin', 'Q86X19', 'Q9UPM9'})"
"frozenset({'Q93052', 'Prolactin', 'P39748'})"
"frozenset({'Prolactin', 'P48730', 'P27707'})"
"frozenset({'Prolactin', 'Q13402', 'P58418'})"
"frozenset({'Prolactin', 'Q5VUA4', 'Q5JU00'})"
"frozenset({'Q3KNV8', 'Prolactin', 'Q9NQP4'})"
"frozenset({'Q15172', 'Prolactin', 'P19525'})"
"frozenset({'Q7Z6K4', 'Prolactin', 'Q9Y6K9'})"
"frozenset({'Prolactin', 'Q8TEP8', 'O14965'})"
"frozenset({'Prolactin', 'P33992', 'Q8N726'})"
"frozenset({'P35527', 'Prolactin', 'Q00005'})"
"frozenset({'Q15633', 'Prolactin', 'Q13164'})"
"frozenset({'Prolactin', 'P62993', 'P19438'})"
"frozenset({'Prolactin', 'A6NI15', 'Q13077'})"
"frozenset({'Prolactin', 'Q99965', 'Q05193'})"
"frozenset({'Q9NQC8', 'Prolactin', 'Q8IY31'})"
"frozenset({'Q9H2F5', 'Prolactin', 'Q13315'})"
"frozenset({'Prolactin', 'Q9Y3T9', 'P46087'})"
"frozenset({'Prolactin', 'P35240', 'P34932'})"
"frozenset({'P40855', 'Prolactin', 'Q969Z3'})"
"frozenset({'P52655', 'Prolactin', 'Q14137'})"
"frozenset({'P08172', 'Prolactin', 'Q99962'})"
"frozenset({'Prolactin', 'Q68CQ4', 'Q9NXV6'})"
"frozenset({'Prolactin', 'P00533', 'P02786'})"
"frozenset({'Prolactin', 'Q9Y5B0', 'Q9NVC6'})"
"frozenset({'O15027', 'Prolactin', 'Q14498'})"
"frozenset({'Prolactin', 'Q16656', 'Q9P0K8'})"
"frozenset({'Prolactin', 'Q96CS3', 'Q9Y385'})"
"frozenset({'Q8WVX9', 'Q93034', 'Prolactin'})"
"frozenset({'P16435', 'Prolactin', 'P99999'})"
"frozenset({'Prolactin', 'Q9NR30', 'Q12857'})"
"frozenset({'O95400', 'Prolactin', 'O43290'})"
"frozenset({'Prolactin', 'P30876', 'Q96L14'})"
"frozenset({'Prolactin', 'O14920', 'P60709'})"
"frozenset({'P82650', 'Prolactin', 'Q8IXZ2'})"
"frozenset({'Prolactin', 'O95425', 'P10275'})"
"frozenset({'Prolactin', 'P49458', 'Q01860'})"
"frozenset({'P19838', 'Prolactin', 'P04150'})"
"frozenset({'P05455', 'Q4G0J3', 'Prolactin'})"
"frozenset({'Prolactin', 'Q30154', 'P14618'})"
"frozenset({'O43889', 'Q14802', 'Prolactin'})"
"frozenset({'Prolactin', 'Q15046', 'O43559'})"
"frozenset({'Prolactin', 'P52799', 'Q92569'})"
"frozenset({'Prolactin', 'P49711', 'Q13485'})"
"frozenset({'Q92734', 'Prolactin', 'A5D8V6'})"
"frozenset({'Prolactin', 'Q9NVP2', 'P54198'})"
"frozenset({'P30154', 'Q15172', 'Prolactin'})"
"frozenset({'Prolactin', 'O14561', 'Q5H9J7'})"
"frozenset({'Prolactin', 'Q969H0', 'P08238'})"
"frozenset({'Prolactin', 'Q52LG2', 'P59022'})"
"frozenset({'P25963', 'P63208', 'Prolactin'})"
"frozenset({'Prolactin', 'Q7Z442', 'P48039'})"
"frozenset({'Prolactin', 'Q13573', 'Q86WJ1'})"
"frozenset({'Q9BXB1', 'Prolactin', 'Q92802'})"
"frozenset({'Q8NEG0', 'Prolactin', 'P60410'})"
"frozenset({'Q96EL3', 'Prolactin', 'P63279'})"
"frozenset({'Q7Z6G3', 'Prolactin', 'Q99633'})"
"frozenset({'Prolactin', 'P14373', 'O00560'})"
"frozenset({'Prolactin', 'Q9UHG3', 'Q8NBM4'})"
"frozenset({'Prolactin', 'Q9Y2S7', 'Q13469'})"
"frozenset({'Prolactin', 'P10721', 'Q13322'})"
"frozenset({'Prolactin', 'P00533', 'Q99962'})"
"frozenset({'Prolactin', 'P24941', 'Q01469'})"
"frozenset({'P17612', 'O76054', 'Prolactin'})"
"frozenset({'Q71U36', 'Q99836', 'Prolactin'})"
"frozenset({'Prolactin', 'Q5SSJ5', 'P13612'})"
"frozenset({'Prolactin', 'Q15003', 'P04637'})"
"frozenset({'O96017', 'Q9Y3F4', 'Prolactin'})"
"frozenset({'Prolactin', 'P30518', 'P32121'})"
"frozenset({'Prolactin', 'Q7Z460', 'Q8N0Z3'})"
"frozenset({'Prolactin', 'P0DMV9', 'P50502'})"
"frozenset({'P57721', 'Prolactin', 'Q6P1J9'})"
"frozenset({'Prolactin', 'P0DP25', 'Q12824'})"
"frozenset({'Prolactin', 'Q9UBB9', 'Q7Z3I7'})"
"frozenset({'Q9Y2U5', 'Prolactin', 'P46734'})"
"frozenset({'Q13085', 'Prolactin', 'P54253'})"
"frozenset({'Q9Y490', 'Prolactin', 'O94966'})"
"frozenset({'Prolactin', 'O43683', 'Q15149'})"
"frozenset({'Prolactin', 'Q96PN8', 'P24278'})"
"frozenset({'Q05397', 'Prolactin', 'Q92859'})"
"frozenset({'Q9UJ41', 'Prolactin', 'Q96FV9'})"
"frozenset({'Prolactin', 'Q8NHQ8', 'Q8TEW0'})"
"frozenset({'P01189', 'Prolactin', 'Q8IVS8'})"
"frozenset({'Prolactin', 'Q92597', 'Q15056'})"
"frozenset({'Prolactin', 'Q9UBI6', 'Q13936'})"
"frozenset({'Prolactin', 'P38919', 'Q9Y2J2'})"
"frozenset({'Prolactin', 'P01111', 'Q92828'})"
"frozenset({'P31152', 'Prolactin', 'P35568'})"
"frozenset({'P47914', 'Prolactin', 'P62851'})"
"frozenset({'Prolactin', 'Q9NYB0', 'P61978'})"
"frozenset({'O95163', 'Prolactin', 'Q6IA86'})"
"frozenset({'Prolactin', 'O00461', 'O75787'})"
"frozenset({'Q9UMR5', 'Prolactin', 'P51571'})"
"frozenset({'Prolactin', 'P15311', 'O43399'})"
"frozenset({'Prolactin', 'Q99536', 'O60260'})"
"frozenset({'Prolactin', 'Q14974', 'Q9UKX7'})"
"frozenset({'Q01081', 'Prolactin', 'P61313'})"
"frozenset({'Q99550', 'Prolactin', 'Q5TB80'})"
"frozenset({'Prolactin', 'Q13263', 'P68036'})"
"frozenset({'P62857', 'Prolactin', 'Q969P0'})"
"frozenset({'Prolactin', 'Q15554', 'Q8IX18'})"
"frozenset({'Prolactin', 'Q9Y468', 'Q9Y603'})"
"frozenset({'Prolactin', 'Q9UBP6', 'P59998'})"
"frozenset({'Prolactin', 'Q9Y6M1', 'Q9HC52'})"
"frozenset({'Prolactin', 'Q9UK08', 'P42336'})"
"frozenset({'Prolactin', 'O14757', 'Q9NRL2'})"
"frozenset({'Prolactin', 'P62987', 'P62979'})"
"frozenset({'Prolactin', 'P01100', 'P10909'})"
"frozenset({'Prolactin', 'Q9H0R8', 'P35080'})"
"frozenset({'Prolactin', 'Q13547', 'P42229'})"
"frozenset({'Q9BU02', 'Prolactin', 'Q06033'})"
"frozenset({'Q9NQZ2', 'P26232', 'Prolactin'})"
"frozenset({'Prolactin', 'P16220', 'Q9ULF5'})"
"frozenset({'Q16478', 'Q92796', 'Prolactin'})"
"frozenset({'P19404', 'Q86Y39', 'Prolactin'})"
"frozenset({'Q8N8A6', 'Prolactin', 'O14958'})"
"frozenset({'P21333', 'Prolactin', 'O95433'})"
"frozenset({'Q9P2W3', 'Prolactin', 'Q8NGX0'})"
"frozenset({'Q13177', 'Prolactin', 'P27361'})"
"frozenset({'Prolactin', 'Q9NQM4', 'Q2TAL8'})"
"frozenset({'Prolactin', 'P0DMV9', 'P12544'})"
"frozenset({'Prolactin', 'P24941', 'P09651'})"
"frozenset({'Prolactin', 'Q9UIJ7', 'Q16740'})"
"frozenset({'Prolactin', 'Q9BUJ2', 'Q13625'})"
"frozenset({'Prolactin', 'Q86VP6', 'Q12824'})"
"frozenset({'Prolactin', 'Q14103', 'Q9BSV6'})"
"frozenset({'P0DML2', 'Prolactin', 'P40189'})"
"frozenset({'Q92552', 'Prolactin', 'Q13148'})"
"frozenset({'Prolactin', 'Q15029', 'P35226'})"
"frozenset({'Q9P2P5', 'Prolactin', 'Q6IAN0'})"
"frozenset({'Prolactin', 'P49760', 'Q96EG3'})"
"frozenset({'Prolactin', 'Q96QG7', 'Q9NZD8'})"
"frozenset({'Prolactin', 'Q8IX03', 'Q13315'})"
"frozenset({'Q13698', 'Prolactin', 'Q16537'})"
"frozenset({'Prolactin', 'Q8IUC2', 'Q9H0F5'})"
"frozenset({'Prolactin', 'P42704', 'Q14999'})"
"frozenset({'Prolactin', 'P09228', 'Q8TDN1'})"
"frozenset({'P12931', 'Prolactin', 'P42224'})"
"frozenset({'Q2TAY7', 'Prolactin', 'Q13123'})"
"frozenset({'Q15025', 'Prolactin', 'O75791'})"
"frozenset({'Prolactin', 'P62993', 'Q6ZVL6'})"
"frozenset({'Prolactin', 'P52565', 'P62491'})"
"frozenset({'Prolactin', 'Q07817', 'Q9BZR8'})"
"frozenset({'Q8N960', 'P40763', 'Prolactin'})"
"frozenset({'Prolactin', 'Q9H227', 'Q63HR2'})"
"frozenset({'P30101', 'Prolactin', 'P35609'})"
"frozenset({'Q8N8H1', 'P78362', 'Prolactin'})"
"frozenset({'O43353', 'Q15750', 'Prolactin'})"
"frozenset({'Prolactin', 'P62993', 'P49736'})"
"frozenset({'Prolactin', 'P13569', 'P63151'})"
"frozenset({'Q9H422', 'Prolactin', 'P25445'})"
"frozenset({'Prolactin', 'Q6W2J9', 'Q2KHR3'})"
"frozenset({'Prolactin', 'Q70IA8', 'O95835'})"
"frozenset({'Prolactin', 'Q9GZT3', 'P48382'})"
"frozenset({'Q13042', 'Q9UM11', 'Prolactin'})"
"frozenset({'Prolactin', 'Q8NHW5', 'P15880'})"
"frozenset({'Prolactin', 'P17301', 'Q07890'})"
"frozenset({'Prolactin', 'P78362', 'P82912'})"
"frozenset({'Q15884', 'Q15034', 'Prolactin'})"
"frozenset({'Prolactin', 'P59991', 'Q8NEC5'})"
"frozenset({'Prolactin', 'O75439', 'P06733'})"
"frozenset({'Prolactin', 'P46459', 'P05067'})"
"frozenset({'Prolactin', 'Q07890', 'P11362'})"
"frozenset({'Prolactin', 'Q99496', 'P19388'})"
"frozenset({'Prolactin', 'P41221', 'P56704'})"
"frozenset({'P24539', 'Prolactin', 'Q14999'})"
"frozenset({'Q12802', 'Prolactin', 'Q9BST9'})"
"frozenset({'Q15818', 'Prolactin', 'P67775'})"
"frozenset({'Prolactin', 'Q9UBS0', 'O95831'})"
"frozenset({'P35573', 'Prolactin', 'O00754'})"
"frozenset({'Prolactin', 'O95274', 'P37287'})"
"frozenset({'Prolactin', 'Q9NPJ6', 'Q9UQ88'})"
"frozenset({'Prolactin', 'P37198', 'Q9Y4J8'})"
"frozenset({'P63104', 'Prolactin', 'P63261'})"
"frozenset({'Prolactin', 'Q5T2T1', 'Q5VVJ2'})"
"frozenset({'Prolactin', 'Q13546', 'Q07889'})"
"frozenset({'Prolactin', 'P19338', 'Q15717'})"
"frozenset({'Prolactin', 'Q58EX7', 'Q3B820'})"
"frozenset({'Prolactin', 'P62834', 'Q9Y4K3'})"
"frozenset({'P27105', 'Prolactin', 'P55318'})"
"frozenset({'Prolactin', 'P36897', 'Q9NYL2'})"
"frozenset({'Prolactin', 'Q92922', 'Q14839'})"
"frozenset({'Prolactin', 'Q04864', 'P34932'})"
"frozenset({'P48357', 'Prolactin', 'P27986'})"
"frozenset({'Prolactin', 'Q15843', 'Q13610'})"
"frozenset({'P07438', 'Prolactin', 'P60371'})"
"frozenset({'Prolactin', 'P51003', 'Q16629'})"
"frozenset({'Prolactin', 'Q13263', 'Q16204'})"
"frozenset({'Prolactin', 'Q9UHB6', 'Q8N556'})"
"frozenset({'Prolactin', 'P62899', 'P62913'})"
"frozenset({'Q401N2', 'Prolactin', 'Q92973'})"
"frozenset({'P51991', 'Prolactin', 'Q07955'})"
"frozenset({'P0DMV8', 'Prolactin', 'P34931'})"
"frozenset({'Prolactin', 'P62701', 'Q9HCE7'})"
"frozenset({'Prolactin', 'Q9UKI8', 'P02686'})"
"frozenset({'Prolactin', 'Q99873', 'P62633'})"
"frozenset({'Prolactin', 'P02795', 'Q96PU5'})"
"frozenset({'Prolactin', 'P01106', 'Q9H7L9'})"
"frozenset({'P31946', 'Prolactin', 'P35568'})"
"frozenset({'Prolactin', 'P31930', 'Q9NRC8'})"
"frozenset({'Q15051', 'Prolactin', 'P00558'})"
"frozenset({'Prolactin', 'O43678', 'Q9Y4P3'})"
"frozenset({'P48637', 'Q9BRX5', 'Prolactin'})"
"frozenset({'Prolactin', 'O60861', 'Q7Z5R6'})"
"frozenset({'Q16666', 'Prolactin', 'Q9NW13'})"
"frozenset({'Q8N8U2', 'Prolactin', 'O95619'})"
"frozenset({'Prolactin', 'P00488', 'Q99962'})"
"frozenset({'Prolactin', 'P61026', 'P19320'})"
"frozenset({'Q99683', 'P62195', 'Prolactin'})"
"frozenset({'Prolactin', 'P05067', 'O75159'})"
"frozenset({'Q9HAU0', 'Prolactin', 'O75044'})"
"frozenset({'Prolactin', 'P05067', 'Q96S59'})"
"frozenset({'P35573', 'P28072', 'Prolactin'})"
"frozenset({'P42702', 'Prolactin', 'P01566'})"
"frozenset({'Prolactin', 'P50990', 'P55072'})"
"frozenset({'Prolactin', 'P25098', 'Q8NGK5'})"
"frozenset({'Prolactin', 'P10242', 'O00255'})"
"frozenset({'Prolactin', 'P38159', 'Q8IYB3'})"
"frozenset({'P38606', 'Prolactin', 'P30041'})"
"frozenset({'Prolactin', 'Q96AP0', 'Q07352'})"
"frozenset({'Prolactin', 'Q13286', 'Q02978'})"
"frozenset({'Q99598', 'Q9BW71', 'Prolactin'})"
"frozenset({'P35249', 'Q14676', 'Prolactin'})"
"frozenset({'Prolactin', 'Q96ER9', 'Q7L5Y9'})"
"frozenset({'P48431', 'Prolactin', 'O00712'})"
"frozenset({'Prolactin', 'Q13617', 'Q16769'})"
"frozenset({'Prolactin', 'P67870', 'Q9NZR4'})"
"frozenset({'Q8NFP9', 'Prolactin', 'Q7Z3Z2'})"
"frozenset({'Q96GG9', 'Prolactin', 'Q9Y4B6'})"
"frozenset({'Prolactin', 'Q96S53', 'Q96QF0'})"
"frozenset({'Prolactin', 'Q8HWS3', 'P54646'})"
"frozenset({'Prolactin', 'P02751', 'P11908'})"
"frozenset({'P54727', 'Prolactin', 'P49721'})"
"frozenset({'Prolactin', 'P61225', 'Q13554'})"
"frozenset({'Prolactin', 'Q9NQ11', 'P61962'})"
"frozenset({'Q96GG9', 'P31942', 'Prolactin'})"
"frozenset({'Prolactin', 'Q06250', 'P60410'})"
"frozenset({'Prolactin', 'Q13621', 'Q9UEW8'})"
"frozenset({'Q92599', 'Prolactin', 'Q8WYJ6'})"
"frozenset({'Prolactin', 'Q16777', 'O15355'})"
"frozenset({'Prolactin', 'Q9Y617', 'P37837'})"
"frozenset({'Prolactin', 'Q9Y5B6', 'Q9Y5U2'})"
"frozenset({'O43513', 'O43251', 'Prolactin'})"
"frozenset({'Q8N9N5', 'P06748', 'Prolactin'})"
"frozenset({'Prolactin', 'P58753', 'O60603'})"
"frozenset({'P51649', 'Q9BV57', 'Prolactin'})"
"frozenset({'O00522', 'Prolactin', 'Q9BUL8'})"
"frozenset({'Prolactin', 'Q16665', 'Q92831'})"
"frozenset({'Prolactin', 'Q96R47', 'P38405'})"
"frozenset({'Prolactin', 'P62633', 'Q9NRW3'})"
"frozenset({'Prolactin', 'O15230', 'Q9NRD1'})"
"frozenset({'Q9Y6I3', 'Prolactin', 'P56945'})"
"frozenset({'Q9UHF7', 'Prolactin', 'Q07002'})"
"frozenset({'P35219', 'Prolactin', 'Q96EA4'})"
"frozenset({'P49639', 'Prolactin', 'P60370'})"
"frozenset({'Prolactin', 'Q6ZMZ0', 'O95661'})"
"frozenset({'Prolactin', 'P55060', 'O94905'})"
"frozenset({'Q969P0', 'Prolactin', 'Q9NY65'})"
"frozenset({'Prolactin', 'P80075', 'P49238'})"
"frozenset({'Prolactin', 'Q99614', 'P12081'})"
"frozenset({'Prolactin', 'P15311', 'Q14978'})"
"frozenset({'P78352', 'P22001', 'Prolactin'})"
"frozenset({'Prolactin', 'Q6A162', 'P29972'})"
"frozenset({'P25789', 'O43242', 'Prolactin'})"
"frozenset({'Prolactin', 'Q9BYD5', 'Q96HB5'})"
"frozenset({'Q96S52', 'Prolactin', 'P35813'})"
"frozenset({'Prolactin', 'P38919', 'P60709'})"
"frozenset({'Prolactin', 'Q99459', 'Q14677'})"
"frozenset({'P21333', 'Prolactin', 'O15145'})"
"frozenset({'P21333', 'Prolactin', 'Q9NQX4'})"
"frozenset({'O43776', 'P36952', 'Prolactin'})"
"frozenset({'O75494', 'Prolactin', 'Q99496'})"
"frozenset({'Prolactin', 'O14610', 'Q08462'})"
"frozenset({'Prolactin', 'O00459', 'P51681'})"
"frozenset({'Q8TED0', 'Prolactin', 'P01106'})"
"frozenset({'Prolactin', 'P17174', 'Q7Z7G0'})"
"frozenset({'Q6NUT3', 'Prolactin', 'Q6P5W5'})"
"frozenset({'Prolactin', 'Q66K89', 'P39687'})"
"frozenset({'Prolactin', 'O95456', 'Q96CC6'})"
"frozenset({'Prolactin', 'P0C7T5', 'O00154'})"
"frozenset({'Q9UHI6', 'Prolactin', 'P22087'})"
"frozenset({'Prolactin', 'P21127', 'P04629'})"
"frozenset({'Q9Y2D1', 'Prolactin', 'Q16204'})"
"frozenset({'Prolactin', 'A1A4S6', 'Q9Y426'})"
"frozenset({'Q93062', 'Prolactin', 'Q8TC90'})"
"frozenset({'Prolactin', 'P28482', 'P10276'})"
"frozenset({'Prolactin', 'P34969', 'O95467'})"
"frozenset({'Prolactin', 'P26371', 'Q8NDP4'})"
"frozenset({'Prolactin', 'O95274', 'Q6YHU6'})"
"frozenset({'P60866', 'Prolactin', 'Q9UH99'})"
"frozenset({'Prolactin', 'Q02930', 'Q13555'})"
"frozenset({'Prolactin', 'Q13620', 'Q3SY84'})"
"frozenset({'P25705', 'Q9H9B4', 'Prolactin'})"
"frozenset({'Prolactin', 'P49821', 'Q5JTV8'})"
"frozenset({'Prolactin', 'Q96QF0', 'P55196'})"
"frozenset({'P62847', 'Prolactin', 'Q12906'})"
"frozenset({'Prolactin', 'Q9UK80', 'Q5T5X7'})"
"frozenset({'Prolactin', 'Q99496', 'Q13232'})"
"frozenset({'Prolactin', 'O00592', 'Q9UKJ1'})"
"frozenset({'Q99569', 'Prolactin', 'Q12913'})"
"frozenset({'Prolactin', 'Q68DQ2', 'Q9BXA7'})"
"frozenset({'Prolactin', 'Q8NGZ6', 'P38405'})"
"frozenset({'Prolactin', 'P00533', 'Q9UKV8'})"
"frozenset({'Prolactin', 'Q96A73', 'Q9NUX5'})"
"frozenset({'Prolactin', 'P55210', 'P98170'})"
"frozenset({'Q86SJ6', 'Prolactin', 'Q9H255'})"
"frozenset({'Prolactin', 'O96000', 'Q9BYD1'})"
"frozenset({'Prolactin', 'Q9BQ39', 'P41218'})"
"frozenset({'Prolactin', 'Q6P582', 'Q9UGJ1'})"
"frozenset({'Prolactin', 'P46934', 'Q16566'})"
"frozenset({'P62906', 'Prolactin', 'P42766'})"
"frozenset({'O15520', 'Prolactin', 'Q9UNX3'})"
"frozenset({'Prolactin', 'Q92913', 'Q16620'})"
"frozenset({'Prolactin', 'P57678', 'P01106'})"
"frozenset({'Prolactin', 'P58546', 'Q7Z7A1'})"
"frozenset({'O15446', 'Prolactin', 'Q86WV1'})"
"frozenset({'Q8IVT5', 'Prolactin', 'P62314'})"
"frozenset({'Prolactin', 'P29279', 'Q9UGL1'})"
"frozenset({'Prolactin', 'Q8NDZ2', 'Q13509'})"
"frozenset({'P22612', 'Prolactin', 'Q8NH74'})"
"frozenset({'Prolactin', 'P0C5Y9', 'Q7Z2G1'})"
"frozenset({'Prolactin', 'P03372', 'Q9Y5T5'})"
"frozenset({'Prolactin', 'P45880', 'Q12931'})"
"frozenset({'Q15811', 'Prolactin', 'Q96EA4'})"
"frozenset({'O43889', 'Prolactin', 'Q9BU79'})"
"frozenset({'P62857', 'Prolactin', 'P68431'})"
"frozenset({'Q96BD8', 'Q8WVK7', 'Prolactin'})"
"frozenset({'Prolactin', 'Q96QV6', 'Q8IYW5'})"
"frozenset({'Prolactin', 'Q9UBU9', 'Q14114'})"
"frozenset({'Q13185', 'Prolactin', 'P12956'})"
"frozenset({'Prolactin', 'P50914', 'P12755'})"
"frozenset({'Prolactin', 'P24046', 'Q9UHH9'})"
"frozenset({'Prolactin', 'P08185', 'P02751'})"
"frozenset({'O95352', 'Prolactin', 'Q86VN1'})"
